term,freq,journal,year
efflux,1,Physiologia Plantarum,2014
elata,1,Physiologia Plantarum,2014
electrode,1,Physiologia Plantarum,2014
elevated,2,Physiologia Plantarum,2014
embryo,3,Physiologia Plantarum,2014
embryogenesis,1,Physiologia Plantarum,2014
emiliania,1,Physiologia Plantarum,2014
encoding,1,Physiologia Plantarum,2014
enhances,1,Physiologia Plantarum,2014
enough,1,Physiologia Plantarum,2014
enzyme,1,Physiologia Plantarum,2014
enzymes,1,Physiologia Plantarum,2014
epidermal,1,Physiologia Plantarum,2014
epipremnum,1,Physiologia Plantarum,2014
ericoides,1,Physiologia Plantarum,2014
essential,1,Physiologia Plantarum,2014
ethe,1,Physiologia Plantarum,2014
ethylene,6,Physiologia Plantarum,2014
eucalyptus,2,Physiologia Plantarum,2014
euphratica,1,Physiologia Plantarum,2014
europaea,1,Physiologia Plantarum,2014
eutrema,1,Physiologia Plantarum,2014
events,1,Physiologia Plantarum,2014
evidence,3,Physiologia Plantarum,2014
examine,1,Physiologia Plantarum,2014
examining,1,Physiologia Plantarum,2014
excess,1,Physiologia Plantarum,2014
expansin,1,Physiologia Plantarum,2014
experiment,1,Physiologia Plantarum,2014
exposed,2,Physiologia Plantarum,2014
exposure,1,Physiologia Plantarum,2014
expressed,1,Physiologia Plantarum,2014
expression,17,Physiologia Plantarum,2014
extracellular,1,Physiologia Plantarum,2014
exuded,1,Physiologia Plantarum,2014
factor,2,Physiologia Plantarum,2014
factors,3,Physiologia Plantarum,2014
family,2,Physiologia Plantarum,2014
far,1,Physiologia Plantarum,2014
fe,4,Physiologia Plantarum,2014
features,1,Physiologia Plantarum,2014
feedta,1,Physiologia Plantarum,2014
fiber,1,Physiologia Plantarum,2014
figleaf,1,Physiologia Plantarum,2014
fixation,1,Physiologia Plantarum,2014
flag,1,Physiologia Plantarum,2014
flame,1,Physiologia Plantarum,2014
floral,1,Physiologia Plantarum,2014
flower,1,Physiologia Plantarum,2014
flowering,2,Physiologia Plantarum,2014
fluorescence,1,Physiologia Plantarum,2014
fluxes,1,Physiologia Plantarum,2014
forest,2,Physiologia Plantarum,2014
formation,6,Physiologia Plantarum,2014
forming,1,Physiologia Plantarum,2014
forms,1,Physiologia Plantarum,2014
fractionation,1,Physiologia Plantarum,2014
freeze,1,Physiologia Plantarum,2014
freezing,1,Physiologia Plantarum,2014
fruit,3,Physiologia Plantarum,2014
fumarase,1,Physiologia Plantarum,2014
fumarate,1,Physiologia Plantarum,2014
function,4,Physiologia Plantarum,2014
functional,4,Physiologia Plantarum,2014
functionality,1,Physiologia Plantarum,2014
fungi,1,Physiologia Plantarum,2014
further,1,Physiologia Plantarum,2014
galactose,1,Physiologia Plantarum,2014
galls,1,Physiologia Plantarum,2014
gcc,1,Physiologia Plantarum,2014
gene,15,Physiologia Plantarum,2014
genes,7,Physiologia Plantarum,2014
genetic,3,Physiologia Plantarum,2014
genome,1,Physiologia Plantarum,2014
genotypes,2,Physiologia Plantarum,2014
genotypic,1,Physiologia Plantarum,2014
gentiana,1,Physiologia Plantarum,2014
geometry,1,Physiologia Plantarum,2014
germinating,1,Physiologia Plantarum,2014
germination,1,Physiologia Plantarum,2014
ghgt,2,Physiologia Plantarum,2014
gibberellic,1,Physiologia Plantarum,2014
girdling,1,Physiologia Plantarum,2014
global,1,Physiologia Plantarum,2014
globulus,2,Physiologia Plantarum,2014
glucosinolate,1,Physiologia Plantarum,2014
glucuronoxylan,1,Physiologia Plantarum,2014
glutamate,1,Physiologia Plantarum,2014
glycine,1,Physiologia Plantarum,2014
glycolate,1,Physiologia Plantarum,2014
glycoside,1,Physiologia Plantarum,2014
glycosyltransferases,1,Physiologia Plantarum,2014
glyoxylate,1,Physiologia Plantarum,2014
gmexpb,1,Physiologia Plantarum,2014
gourd,1,Physiologia Plantarum,2014
gpi,1,Physiologia Plantarum,2014
gradients,2,Physiologia Plantarum,2014
grafting,2,Physiologia Plantarum,2014
grain,1,Physiologia Plantarum,2014
graminicola,1,Physiologia Plantarum,2014
grapevine,1,Physiologia Plantarum,2014
green,2,Physiologia Plantarum,2014
group,1,Physiologia Plantarum,2014
grown,3,Physiologia Plantarum,2014
growth,8,Physiologia Plantarum,2014
guessing,1,Physiologia Plantarum,2014
haberlea,1,Physiologia Plantarum,2014
hak,1,Physiologia Plantarum,2014
hal,1,Physiologia Plantarum,2014
haptophyta,1,Physiologia Plantarum,2014
head,1,Physiologia Plantarum,2014
heat,1,Physiologia Plantarum,2014
heating,1,Physiologia Plantarum,2014
heavy,1,Physiologia Plantarum,2014
helianthus,1,Physiologia Plantarum,2014
help,1,Physiologia Plantarum,2014
hemicellulose,1,Physiologia Plantarum,2014
hemoglobin,1,Physiologia Plantarum,2014
herbivores,1,Physiologia Plantarum,2014
heterogeneous,1,Physiologia Plantarum,2014
heterokontophyta,1,Physiologia Plantarum,2014
heterologous,2,Physiologia Plantarum,2014
hierochuntica,1,Physiologia Plantarum,2014
high,10,Physiologia Plantarum,2014
higher,3,Physiologia Plantarum,2014
hispida,1,Physiologia Plantarum,2014
histone,1,Physiologia Plantarum,2014
hmgr,1,Physiologia Plantarum,2014
homeodomain,1,Physiologia Plantarum,2014
hordeum,1,Physiologia Plantarum,2014
hormonal,2,Physiologia Plantarum,2014
hormone,1,Physiologia Plantarum,2014
host,1,Physiologia Plantarum,2014
hostile,1,Physiologia Plantarum,2014
hsp,2,Physiologia Plantarum,2014
huxleyi,1,Physiologia Plantarum,2014
hybrid,1,Physiologia Plantarum,2014
hydraulics,1,Physiologia Plantarum,2014
hydrogen,1,Physiologia Plantarum,2014
hydrolase,2,Physiologia Plantarum,2014
hydroxybenzoic,1,Physiologia Plantarum,2014
hyperaccumulator,3,Physiologia Plantarum,2014
hypocotyl,1,Physiologia Plantarum,2014
hypocotyls,1,Physiologia Plantarum,2014
hypothesis,1,Physiologia Plantarum,2014
hypoxia,1,Physiologia Plantarum,2014
i,2,Physiologia Plantarum,2014
iaa,1,Physiologia Plantarum,2014
ideal,1,Physiologia Plantarum,2014
identification,3,Physiologia Plantarum,2014
identified,2,Physiologia Plantarum,2014
identifying,1,Physiologia Plantarum,2014
ii,2,Physiologia Plantarum,2014
iie,1,Physiologia Plantarum,2014
illumination,1,Physiologia Plantarum,2014
imaging,2,Physiologia Plantarum,2014
immunophilin,1,Physiologia Plantarum,2014
impact,1,Physiologia Plantarum,2014
impacts,2,Physiologia Plantarum,2014
implications,1,Physiologia Plantarum,2014
important,3,Physiologia Plantarum,2014
improve,1,Physiologia Plantarum,2014
improvement,1,Physiologia Plantarum,2014
improves,1,Physiologia Plantarum,2014
incidental,1,Physiologia Plantarum,2014
including,1,Physiologia Plantarum,2014
inclusion,1,Physiologia Plantarum,2014
increased,1,Physiologia Plantarum,2014
increases,1,Physiologia Plantarum,2014
indica,1,Physiologia Plantarum,2014
induce,1,Physiologia Plantarum,2014
induced,9,Physiologia Plantarum,2014
induces,3,Physiologia Plantarum,2014
inducible,1,Physiologia Plantarum,2014
induction,2,Physiologia Plantarum,2014
infection,2,Physiologia Plantarum,2014
inferring,1,Physiologia Plantarum,2014
influence,1,Physiologia Plantarum,2014
inhibited,1,Physiologia Plantarum,2014
inhibition,2,Physiologia Plantarum,2014
inhibits,1,Physiologia Plantarum,2014
initiation,1,Physiologia Plantarum,2014
injection,1,Physiologia Plantarum,2014
injury,1,Physiologia Plantarum,2014
inoculation,1,Physiologia Plantarum,2014
integrated,1,Physiologia Plantarum,2014
interacting,1,Physiologia Plantarum,2014
interactions,2,Physiologia Plantarum,2014
interacts,1,Physiologia Plantarum,2014
intercellular,1,Physiologia Plantarum,2014
intermediates,1,Physiologia Plantarum,2014
intertidal,1,Physiologia Plantarum,2014
intervessel,1,Physiologia Plantarum,2014
intracellular,1,Physiologia Plantarum,2014
intrusive,1,Physiologia Plantarum,2014
invaded,1,Physiologia Plantarum,2014
investigate,1,Physiologia Plantarum,2014
investigation,1,Physiologia Plantarum,2014
involved,5,Physiologia Plantarum,2014
involvement,4,Physiologia Plantarum,2014
involves,1,Physiologia Plantarum,2014
ion,1,Physiologia Plantarum,2014
ionizing,1,Physiologia Plantarum,2014
iron,2,Physiologia Plantarum,2014
irradiance,1,Physiologia Plantarum,2014
isoforms,1,Physiologia Plantarum,2014
isogenic,1,Physiologia Plantarum,2014
isolated,1,Physiologia Plantarum,2014
isolation,1,Physiologia Plantarum,2014
isotope,1,Physiologia Plantarum,2014
isotopic,1,Physiologia Plantarum,2014
isozyme,1,Physiologia Plantarum,2014
j,1,Physiologia Plantarum,2014
jasmonate,1,Physiologia Plantarum,2014
jatropha,1,Physiologia Plantarum,2014
k,4,Physiologia Plantarum,2014
key,1,Physiologia Plantarum,2014
kinetics,1,Physiologia Plantarum,2014
knockdown,2,Physiologia Plantarum,2014
knockout,1,Physiologia Plantarum,2014
l,1,Physiologia Plantarum,2014
labile,1,Physiologia Plantarum,2014
landraces,1,Physiologia Plantarum,2014
larch,1,Physiologia Plantarum,2014
larix,1,Physiologia Plantarum,2014
late,1,Physiologia Plantarum,2014
lateral,1,Physiologia Plantarum,2014
latex,2,Physiologia Plantarum,2014
lauraceae,1,Physiologia Plantarum,2014
lead,1,Physiologia Plantarum,2014
leaf,9,Physiologia Plantarum,2014
leaves,8,Physiologia Plantarum,2014
less,2,Physiologia Plantarum,2014
leucine,1,Physiologia Plantarum,2014
level,1,Physiologia Plantarum,2014
levels,3,Physiologia Plantarum,2014
light,5,Physiologia Plantarum,2014
lignification,1,Physiologia Plantarum,2014
lignin,1,Physiologia Plantarum,2014
like,4,Physiologia Plantarum,2014
limit,1,Physiologia Plantarum,2014
limitations,1,Physiologia Plantarum,2014
limited,1,Physiologia Plantarum,2014
lines,1,Physiologia Plantarum,2014
linking,1,Physiologia Plantarum,2014
lipid,1,Physiologia Plantarum,2014
lipids,1,Physiologia Plantarum,2014
lipoxygenase,2,Physiologia Plantarum,2014
loading,2,Physiologia Plantarum,2014
long,4,Physiologia Plantarum,2014
loquat,1,Physiologia Plantarum,2014
losses,1,Physiologia Plantarum,2014
low,5,Physiologia Plantarum,2014
lox,1,Physiologia Plantarum,2014
luffa,1,Physiologia Plantarum,2014
lumenal,1,Physiologia Plantarum,2014
lupin,1,Physiologia Plantarum,2014
lupinus,1,Physiologia Plantarum,2014
lutea,1,Physiologia Plantarum,2014
lycium,1,Physiologia Plantarum,2014
m,1,Physiologia Plantarum,2014
machilus,1,Physiologia Plantarum,2014
machinery,2,Physiologia Plantarum,2014
macro,1,Physiologia Plantarum,2014
magnaporthe,1,Physiologia Plantarum,2014
maize,4,Physiologia Plantarum,2014
malate,1,Physiologia Plantarum,2014
malfunctioning,1,Physiologia Plantarum,2014
mandarin,1,Physiologia Plantarum,2014
manganese,2,Physiologia Plantarum,2014
marker,1,Physiologia Plantarum,2014
markers,1,Physiologia Plantarum,2014
matrix,1,Physiologia Plantarum,2014
maturation,1,Physiologia Plantarum,2014
mature,1,Physiologia Plantarum,2014
may,1,Physiologia Plantarum,2014
mays,1,Physiologia Plantarum,2014
mdsimyb,1,Physiologia Plantarum,2014
measure,3,Physiologia Plantarum,2014
mechanism,2,Physiologia Plantarum,2014
mechanisms,3,Physiologia Plantarum,2014
mediated,5,Physiologia Plantarum,2014
mediates,1,Physiologia Plantarum,2014
mediating,1,Physiologia Plantarum,2014
medicago,1,Physiologia Plantarum,2014
melatonin,1,Physiologia Plantarum,2014
membranes,1,Physiologia Plantarum,2014
menziesii,1,Physiologia Plantarum,2014
mesophyll,1,Physiologia Plantarum,2014
metabolic,4,Physiologia Plantarum,2014
metabolism,3,Physiologia Plantarum,2014
metabolites,1,Physiologia Plantarum,2014
metabolome,1,Physiologia Plantarum,2014
metal,2,Physiologia Plantarum,2014
methionine,1,Physiologia Plantarum,2014
methyl,1,Physiologia Plantarum,2014
methylation,1,Physiologia Plantarum,2014
mg,1,Physiologia Plantarum,2014
microanalysis,1,Physiologia Plantarum,2014
microcoleus,1,Physiologia Plantarum,2014
micrornas,1,Physiologia Plantarum,2014
microscope,1,Physiologia Plantarum,2014
miltiorrhiza,1,Physiologia Plantarum,2014
mineral,1,Physiologia Plantarum,2014
mining,1,Physiologia Plantarum,2014
minor,1,Physiologia Plantarum,2014
mirnas,1,Physiologia Plantarum,2014
mitochondrial,1,Physiologia Plantarum,2014
model,3,Physiologia Plantarum,2014
modeling,1,Physiologia Plantarum,2014
modulate,1,Physiologia Plantarum,2014
modulates,1,Physiologia Plantarum,2014
modulation,2,Physiologia Plantarum,2014
molecular,5,Physiologia Plantarum,2014
molecules,1,Physiologia Plantarum,2014
moniliophthora,1,Physiologia Plantarum,2014
monitor,1,Physiologia Plantarum,2014
monoterpene,1,Physiologia Plantarum,2014
morphological,1,Physiologia Plantarum,2014
morphology,2,Physiologia Plantarum,2014
motif,1,Physiologia Plantarum,2014
movement,1,Physiologia Plantarum,2014
multiple,4,Physiologia Plantarum,2014
mustard,1,Physiologia Plantarum,2014
mutant,3,Physiologia Plantarum,2014
mutants,1,Physiologia Plantarum,2014
mutation,1,Physiologia Plantarum,2014
myb,2,Physiologia Plantarum,2014
n,4,Physiologia Plantarum,2014
na,2,Physiologia Plantarum,2014
nacl,2,Physiologia Plantarum,2014
nadh,1,Physiologia Plantarum,2014
napus,1,Physiologia Plantarum,2014
near,1,Physiologia Plantarum,2014
necrosis,1,Physiologia Plantarum,2014
negative,1,Physiologia Plantarum,2014
negatively,2,Physiologia Plantarum,2014
nep,1,Physiologia Plantarum,2014
network,1,Physiologia Plantarum,2014
networks,1,Physiologia Plantarum,2014
new,2,Physiologia Plantarum,2014
nicotiana,2,Physiologia Plantarum,2014
nitrate,1,Physiologia Plantarum,2014
nitric,1,Physiologia Plantarum,2014
nitrogen,3,Physiologia Plantarum,2014
nodule,1,Physiologia Plantarum,2014
non,4,Physiologia Plantarum,2014
norway,1,Physiologia Plantarum,2014
novel,5,Physiologia Plantarum,2014
number,1,Physiologia Plantarum,2014
nutrient,2,Physiologia Plantarum,2014
nutrition,1,Physiologia Plantarum,2014
nutritional,1,Physiologia Plantarum,2014
o,1,Physiologia Plantarum,2014
ocean,1,Physiologia Plantarum,2014
ogalactosyldiacylglycerol,1,Physiologia Plantarum,2014
oldest,1,Physiologia Plantarum,2014
olea,1,Physiologia Plantarum,2014
oleracea,2,Physiologia Plantarum,2014
onto,1,Physiologia Plantarum,2014
open,1,Physiologia Plantarum,2014
opium,1,Physiologia Plantarum,2014
opposite,1,Physiologia Plantarum,2014
optimal,1,Physiologia Plantarum,2014
orange,1,Physiologia Plantarum,2014
organic,1,Physiologia Plantarum,2014
organization,1,Physiologia Plantarum,2014
oryza,1,Physiologia Plantarum,2014
oryzae,1,Physiologia Plantarum,2014
oscps,1,Physiologia Plantarum,2014
oslct,1,Physiologia Plantarum,2014
osmotic,3,Physiologia Plantarum,2014
osr,1,Physiologia Plantarum,2014
ouabain,1,Physiologia Plantarum,2014
overexpression,4,Physiologia Plantarum,2014
oxidase,1,Physiologia Plantarum,2014
oxidative,1,Physiologia Plantarum,2014
oxide,1,Physiologia Plantarum,2014
oxygen,1,Physiologia Plantarum,2014
p,2,Physiologia Plantarum,2014
panicle,1,Physiologia Plantarum,2014
partitioning,1,Physiologia Plantarum,2014
pathway,1,Physiologia Plantarum,2014
pathways,1,Physiologia Plantarum,2014
patterning,1,Physiologia Plantarum,2014
pcr,1,Physiologia Plantarum,2014
pea,2,Physiologia Plantarum,2014
peduncle,1,Physiologia Plantarum,2014
pendula,1,Physiologia Plantarum,2014
penetration,1,Physiologia Plantarum,2014
pepper,1,Physiologia Plantarum,2014
perception,1,Physiologia Plantarum,2014
performance,1,Physiologia Plantarum,2014
period,1,Physiologia Plantarum,2014
permeability,1,Physiologia Plantarum,2014
perniciosa,1,Physiologia Plantarum,2014
peroxide,1,Physiologia Plantarum,2014
phaseolus,1,Physiologia Plantarum,2014
phenolic,1,Physiologia Plantarum,2014
phenology,1,Physiologia Plantarum,2014
phenotypes,1,Physiologia Plantarum,2014
phleum,1,Physiologia Plantarum,2014
phloem,2,Physiologia Plantarum,2014
phosphate,2,Physiologia Plantarum,2014
phosphoproteomic,1,Physiologia Plantarum,2014
phosphorus,2,Physiologia Plantarum,2014
photo,1,Physiologia Plantarum,2014
photochemical,2,Physiologia Plantarum,2014
photochemistry,1,Physiologia Plantarum,2014
photoinhibition,1,Physiologia Plantarum,2014
photorespiration,1,Physiologia Plantarum,2014
photosynthesis,7,Physiologia Plantarum,2014
photosynthetic,6,Physiologia Plantarum,2014
photosystem,3,Physiologia Plantarum,2014
photosystems,1,Physiologia Plantarum,2014
physiological,7,Physiologia Plantarum,2014
physiology,1,Physiologia Plantarum,2014
phytases,1,Physiologia Plantarum,2014
phytoalexin,1,Physiologia Plantarum,2014
phytoalexins,2,Physiologia Plantarum,2014
phytochrome,2,Physiologia Plantarum,2014
phytohormones,1,Physiologia Plantarum,2014
phytosiderophore,1,Physiologia Plantarum,2014
piercing,1,Physiologia Plantarum,2014
pinaster,1,Physiologia Plantarum,2014
pinnata,1,Physiologia Plantarum,2014
pinus,1,Physiologia Plantarum,2014
pits,1,Physiologia Plantarum,2014
plant,17,Physiologia Plantarum,2014
planting,1,Physiologia Plantarum,2014
plants,8,Physiologia Plantarum,2014
plastid,1,Physiologia Plantarum,2014
platyphylla,1,Physiologia Plantarum,2014
player,1,Physiologia Plantarum,2014
plays,2,Physiologia Plantarum,2014
plumbing,1,Physiologia Plantarum,2014
pollen,2,Physiologia Plantarum,2014
polyrhiza,1,Physiologia Plantarum,2014
pool,1,Physiologia Plantarum,2014
poplar,2,Physiologia Plantarum,2014
poplars,2,Physiologia Plantarum,2014
poppy,1,Physiologia Plantarum,2014
populus,3,Physiologia Plantarum,2014
portulaca,1,Physiologia Plantarum,2014
positively,1,Physiologia Plantarum,2014
possible,1,Physiologia Plantarum,2014
possibly,1,Physiologia Plantarum,2014
post,1,Physiologia Plantarum,2014
potassium,1,Physiologia Plantarum,2014
potential,3,Physiologia Plantarum,2014
potentiation,1,Physiologia Plantarum,2014
ppase,1,Physiologia Plantarum,2014
pratense,1,Physiologia Plantarum,2014
pre,2,Physiologia Plantarum,2014
prenatal,1,Physiologia Plantarum,2014
primary,1,Physiologia Plantarum,2014
proanthocyanidin,1,Physiologia Plantarum,2014
probe,1,Physiologia Plantarum,2014
process,1,Physiologia Plantarum,2014
produces,1,Physiologia Plantarum,2014
producing,1,Physiologia Plantarum,2014
profiles,1,Physiologia Plantarum,2014
profiling,3,Physiologia Plantarum,2014
profound,1,Physiologia Plantarum,2014
programs,1,Physiologia Plantarum,2014
projected,1,Physiologia Plantarum,2014
prolifera,1,Physiologia Plantarum,2014
promoter,1,Physiologia Plantarum,2014
promoters,1,Physiologia Plantarum,2014
proper,1,Physiologia Plantarum,2014
properties,1,Physiologia Plantarum,2014
protect,1,Physiologia Plantarum,2014
protection,1,Physiologia Plantarum,2014
protective,1,Physiologia Plantarum,2014
protein,6,Physiologia Plantarum,2014
proteins,3,Physiologia Plantarum,2014
proteome,2,Physiologia Plantarum,2014
proteomic,3,Physiologia Plantarum,2014
provide,1,Physiologia Plantarum,2014
provides,1,Physiologia Plantarum,2014
psal,1,Physiologia Plantarum,2014
pumpkin,2,Physiologia Plantarum,2014
pvb,1,Physiologia Plantarum,2014
quantitative,1,Physiologia Plantarum,2014
quenching,1,Physiologia Plantarum,2014
r,4,Physiologia Plantarum,2014
radiation,2,Physiologia Plantarum,2014
radio,1,Physiologia Plantarum,2014
ralstonia,1,Physiologia Plantarum,2014
rapeseed,1,Physiologia Plantarum,2014
rapid,2,Physiologia Plantarum,2014
ratios,1,Physiologia Plantarum,2014
ray,1,Physiologia Plantarum,2014
re,2,Physiologia Plantarum,2014
